Timeline ID,Game ID,Timeline Order,Section,Type,Name,Requirement,Available After,Travel Zone,Instructions,Why Now?,Status,Verified,Source 1,Source 2,Research Notes,App Notes
T0161,M059,161,Alderney,Mission,Hating the Haters,Story,M057,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0162,M060,162,Alderney,Mission,Union Drive,Story,M059,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0163,M061,163,Alderney,Mission,Buoys Ahoy,Story,M060,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0164,M062,164,Alderney,Mission,Actions Speak Louder than Words,Story,M051,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0165,M063,165,Alderney,Mission,"I Need Your Clothes, Your Boots, and Your Motorcycle",Story,M062,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0166,M064,166,Alderney,Mission,Smackdown,Story,M051,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0167,SC001,167,Alderney,Car Theft,Stevie Car Theft – Banshee,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Banshee, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0168,SC002,168,Alderney,Car Theft,Stevie Car Theft – Bobcat,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Bobcat, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0169,SC003,169,Alderney,Car Theft,Stevie Car Theft – Buccaneer,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Buccaneer, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0170,SC004,170,Alderney,Car Theft,Stevie Car Theft – Cavalcade,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Cavalcade, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0171,SC005,171,Alderney,Car Theft,Stevie Car Theft – Cognoscenti,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Cognoscenti, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0172,SC006,172,Alderney,Car Theft,Stevie Car Theft – Comet,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Comet, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0173,SC007,173,Alderney,Car Theft,Stevie Car Theft – Contender,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Contender, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0174,SC008,174,Alderney,Car Theft,Stevie Car Theft – Coquette,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Coquette, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0175,SC009,175,Alderney,Car Theft,Stevie Car Theft – DF8-90,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the DF8-90, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0176,SC010,176,Alderney,Car Theft,Stevie Car Theft – Dilettante,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Dilettante, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0177,SC011,177,Alderney,Car Theft,Stevie Car Theft – Dukes,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Dukes, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0178,SC012,178,Alderney,Car Theft,Stevie Car Theft – Faggio,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Faggio, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0179,SC013,179,Alderney,Car Theft,Stevie Car Theft – Freeway,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Freeway, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0180,SC014,180,Alderney,Car Theft,Stevie Car Theft – Huntley Sport,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Huntley Sport, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0181,SC015,181,Alderney,Car Theft,Stevie Car Theft – Infernus,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Infernus, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0182,SC016,182,Alderney,Car Theft,Stevie Car Theft – Intruder,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Intruder, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0183,SC017,183,Alderney,Car Theft,Stevie Car Theft – Manana,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Manana, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0184,SC018,184,Alderney,Car Theft,Stevie Car Theft – Moonbeam,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Moonbeam, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0185,SC019,185,Alderney,Car Theft,Stevie Car Theft – NRG 900,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the NRG 900, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0186,SC020,186,Alderney,Car Theft,Stevie Car Theft – Patriot,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Patriot, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0187,SC021,187,Alderney,Car Theft,Stevie Car Theft – PMP 600,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the PMP 600, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0188,SC022,188,Alderney,Car Theft,Stevie Car Theft – Rancher,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Rancher, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0189,SC023,189,Alderney,Car Theft,Stevie Car Theft – Rebla,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Rebla, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0190,SC024,190,Alderney,Car Theft,Stevie Car Theft – Sabre GT,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Sabre GT, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0191,SC025,191,Alderney,Car Theft,Stevie Car Theft – Sentinel,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Sentinel, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0192,SC026,192,Alderney,Car Theft,Stevie Car Theft – Sultan,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Sultan, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0193,SC027,193,Alderney,Car Theft,Stevie Car Theft – Super GT,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Super GT, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0194,SC028,194,Alderney,Car Theft,Stevie Car Theft – Turismo,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Turismo, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0195,SC029,195,Alderney,Car Theft,Stevie Car Theft – Voodoo,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Voodoo, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0196,SC030,196,Alderney,Car Theft,Stevie Car Theft – Washington,100%,M027 / M052 / M064,Liberty City,"When Stevie texts a request for the Washington, steal it and deliver it to his garage.",Stevie's theft chain is now available; completing each request as it arrives prevents a large post-story backlog.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,The order of Stevie's text requests can vary. Check off the matching vehicle when requested rather than forcing this displayed sequence.,
T0197,M065,197,Alderney,Mission,Babysitting,Story,M064,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0198,M066,198,Alderney,Mission,Tunnel of Death,Story,M065,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0199,M067,199,Alderney,Mission,Blood Brothers,Story,M066/M048,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0200,M068,200,Alderney,Mission,Undertaker,Story,M067,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0201,M069,201,Alderney,Mission,I'll Take Her...,Story,M063,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0202,M070,202,Alderney,Mission,Ransom,Story,M069,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0203,M071,203,Alderney,Mission,She's a Keeper,Story,M070,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0204,M072,204,Alderney,Mission,Diamonds Are a Girl's Best Friend,Story,M071,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0205,RC017,205,Alderney,Random Character,Gracie Ancelotti,100%,M072,Alderney,Complete Gracie's random encounter at her house when the icon appears.,This becomes available after the diamond/kidnapping arc and can finish the required random-character set if earlier encounters are done.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,Steam Linear Checklist,,
T0206,M073,206,Alderney,Mission,Truck Hustle,Story,M058,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0207,AS001,207,Alderney,Assassination,Assassination – Migration Control,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0208,AS002,208,Alderney,Assassination,Assassination – Bailing Out for Good,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0209,AS003,209,Alderney,Assassination,Assassination – Derelict Target,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0210,AS004,210,Alderney,Assassination,Assassination – R.U.B. Down,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0211,AS005,211,Alderney,Assassination,Assassination – Taken Out,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0212,AS006,212,Alderney,Assassination,Assassination – Industrial Action,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0213,AS007,213,Alderney,Assassination,"Assassination – Hook, Line, and Sinker",100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0214,AS008,214,Alderney,Assassination,Assassination – Dead End,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0215,AS009,215,Alderney,Assassination,Assassination – Water Hazard,100%,M073,Alderney,Answer the payphone and complete this Fixer assassination when assigned.,The Fixer's assassination chain is available now; completing all nine before the finale avoids late cleanup.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Assassination assignment order can vary; check off the matching mission name as it appears.,
T0216,M074,216,Alderney,Mission,Pegorino's Pride,Story,M073,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0217,M075,217,Alderney,Mission,Payback,Story,M074,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0218,M076,218,Alderney,Mission,Entourage,Story,M061,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0219,M077,219,Alderney,Mission,Dining Out,Story,M076,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0220,M078,220,Alderney,Mission,Liquidize the Assets,Story,M077,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0221,M079,221,Alderney,Mission,Catch the Wave,Story,M073,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0222,M080,222,Alderney,Mission,Trespass,Story,M079,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0223,M081,223,Alderney,Mission,To Live and Die in Alderney,Story,M080,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0224,M082,224,Alderney,Mission,Flatline,Story,M075,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0225,M083,225,Alderney,Mission,Pest Control,Story,M082,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0226,M084,226,Finale,Mission,That Special Someone,Story,M078/M081/M083,Broker,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0227,M085,227,Finale,Mission,One Last Thing,Story,M084,Alderney,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0228,REM001,228,Finale,Reminder,Choose Deal or Revenge,Story,M085,Alderney,"Make the choice, changing the next three missions and finale outcome",This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,GTA Base,GTA Wiki – Missions in GTA IV,Choice occurs after One Last Thing and determines the Deal or Revenge mission branch.,
T0229,M086,229,Finale,Mission,If the Price Is Right / A Dish Served Cold,Story,M085,Multiple (Alderney / Broker),Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0230,M087,230,Finale,Mission,Mr. & Mrs. Bellic (Deal) / Mr. & Mrs. Bellic (Revenge),Story,M086,Algonquin,Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0231,M088,231,Finale,Mission,A Revenger's Tragedy / Out of Commission,Story,M087,Multiple (Alderney / Happiness Island),Complete the mission.,This placement follows the chosen logical linear route while preserving each mission chain.,Ready for Review,Partial,Steam Linear Checklist,GTA Wiki – Missions in GTA IV,Mission name/order cross-checked against the Steam linear checklist and GTA Wiki mission list. Exact optimal placement remains subject to playthrough validation.,
T0232,REM002,232,Postgame,Reminder,Finish separate Collectibles section and verify 100%,100%,M088,Liberty City,"Outside this linear timeline, complete all 200 Flying Rats and all 50 Unique Stunt Jumps, then check the Stats screen for 100%.",You previously chose to keep collectibles out of the linear guide so they can have their own map/checklist section.,Ready for Review,Partial,GTA Wiki – 100% Completion in GTA IV,GTA4.net 100% Checklist PDF,Collectibles are intentionally excluded from the main linear timeline and tracked separately.,
